Indicator Code,Data Element Code,Name,Definition
CC1.,CC1.(2),(2) Total hectares allocated for future development as defined by the 2015 SDF ,The sum of the area of land use approvals as defined in the 2015 Spatial Development Framework
CC1.,,,
CC1.,,,
CC1.,,,
CC1.,,,
CC1.,,,
IC1.,IC1.(1), (1) Number of new subsidised housing units in brownfields development ,"A Brownfields development is development which occurs on land which has been previously used for residential, commercial or industrial purposes. In this case it can also include land parcels associated with urban infill (e.g. buffer zones and land zoned for uses for which there is no longer a need).Subsidised housing units are subsidised houses in accordance with the Housing Code (e.g social housing, CRU, FLISP/Gap housing and BNG)."
IC1.,IC1.(2), (2) Total number of newly provided subsidised housing units city-wide ,"Subsidised housing units are subsidised houses in accordance with the Housing Code (e.g. social housing, CRU, FLISP/gap housing and BNG)."
IC1.,IC1.(3),                                                         -   ,                                                                                                                                                                             -   
IC1.,IC1.(4),                                                         -   ,                                                                                                                                                                                      -   
IC1.,IC1.(4),                                                         -   ,                                                                                                                                                                                      -   
IC1.,,,
IC1.,,,
IC2.,IC2.(1), (1) Number of households in integration zones ,"A household is defined as ""a group of people who live together at least four nights a week, eat together and share resources, or a single person who lives alone"". This data element is the total number of households in integration zones which are defined by the municipality"
IC2.,IC2.(2), (2) Area of integration zones (hectares) ,The total coverage area of the integration zone
IC2.,IC2.(3),                                                         -   ,                                                                                                                                                                             -   
IC2.,IC2.(4),                                                         -   ,                                                                                                                                                                                      -   
IC2.,IC2.(4),                                                         -   ,                                                                                                                                                                                      -   
IC2.,,,
IC2.,,,
IC3.,IC3.(1),(1) Number of subsidy units in integration zones ,"Subsidy units are those built with public sector subsidies (BNG,  CRU, Social Housing and UISP  ) "
IC3.,IC3.(2),(2)  Number of gap units in integration zones ,Gap units are those that are referred as gap housing and comprise those built with the support of FLISP Grant and funds from the banks  . 
IC3.,IC3.(3),(3)  Total number of market units in integration zones ,Market units are those that are built by the private sector and fully funded by households themselves.
IC3.,,,
IC3.,,,
IC3.,,,
IC3.,,,
IC4.,IC4.(1), (1) Number of fully owned households in integration zones ,Households in this category are fully owned by the inhabitants of that household
IC4.,IC4.(2), (2) Number of partially owned households in integration zones ,Households in this category are partially owned by the inhabitants of that household
IC4.,IC4.(3),(3)  Number of rented households in integration zones , Households in this category are being rented by the inhabitants of that household 
IC4.,IC4.(4),(4)  Number of households with other tenure arrangements in integration zones , Households in this category do not fall into any of the other categories of housing tenure 
IC4.,IC4.(4),(4)  Number of households with other tenure arrangements in integration zones , Households in this category do not fall into any of the other categories of housing tenure 
IC4.,,,
IC4.,,,
IC5.,IC5.(1),(1) Number of households in integration zones ,"A household is defined as ""a group of people who live together at least four nights a week, eat together and share resources, or a single person who lives alone"". This data element is the total number of households in integration zones which are defined by the municipality"
IC5.,IC5.(2),(2) GLA of commercial space in integration zones  ,Total Gross Lettable Area (GLA) of commercial area in integration zones
IC5.,IC5.(3), (3) GLA of retail space in integration zones  , Total Gross Lettable Area (GLA) of retail area in integration zones 
IC5.,IC5.(4), (4) GLA of industrial space in integration zones  , Total Gross Lettable Area (GLA) of industrial area in integration zones 
IC5.,IC5.(4), (4) GLA of industrial space in integration zones  , Total Gross Lettable Area (GLA) of industrial area in integration zones 
IC5.,,,
IC5.,,,
IC6.,IC6.(1),(1) Number of households from informal settlements accessing subsidy units in integration zones,"A household is defined as ""a group of people who live together at least four nights a week, eat together and share resources, or a single person who lives alone"". This data element is the total number of households in integration zones which are defined by the municipality"
IC6.,IC6.(2),(2) Number of subsidy units provided in integration zones,"Subsidy units are those built with public sector grants (e,g BNG, CRU, Social Housing, UISP etc) "
IC6.,,,                                                         -   
IC6.,,,
IC6.,,,
IC6.,,,
IC6.,,,
IC7.,IC7.(1), (1) Number of all dwelling units within Integration Zones that are within 800 metres of access points to the integrated public transport system ,"A dwelling unit is a structure or part of a structure or group of structures occupied or meant to be occupied by one or more than one household. Includes structure or part of structure which is vacant and/or under construction, but can be lived in at the time of the survey. Includes units in collective living quarters, unlike housing units. Dwelling units may therefore comprise housing units plus units in collective living quarters when applicable. (Examples of each are a house, a group of huts, and a flat.)A dwelling unit has a separate entrance from outside or from a common space, as in a block of flats.  The 800m distance is the direct line distance and does not take the actual distance travelled into account. 
"
IC7.,IC7.(2), (2) Number of dwelling units within Integration Zones ,"A dwelling unit is a structure or part of a structure or group of structures occupied or meant to be occupied by one or more than one household. Includes structure or part of structure which is vacant and/or under construction, but can be lived in at the time of the survey. Includes units in collective living quarters, unlike housing units. Dwelling units may therefore comprise housing units plus units in collective living quarters when applicable. (Examples of each are a house, a group of huts, and a flat.). A dwelling unit has a separate entrance from outside or from a common space, as in a block of flats."
IC7.,,,
IC7.,,,
IC7.,,,
IC7.,,,
IC7.,,,
IC8.,IC8.(1), (1) Average household income spent on transport in quintile 'n' ,Average household income spent on all aspects of transport in quintile 'n'
IC8.,IC8.(2), (2) Average household income in quintile 'n' ,Average household income in quintile 'n'
IC8.,,,
IC8.,,,
IC8.,,,
IC8.,,,
IC8.,,,
IC9.,IC9.(1),(1) Capital expenditure on integrated public transport networks ,"The total capital expenditure on the integrated public transport network. An integrated public transport network is one which makes provision for the use of public transport, such as dedicated bus lanes, non-motorised transport lanes and bus rapid transit systems. These networks will be defined as such in the Transport Plans of the municipality."
IC9.,IC9.(2), (2) Total capital expenditure ,Actual capital expenditure citywide at end of financial year
IC9.,,,
IC9.,,,
IC9.,,,
IC9.,,,
IC9.,,,
IC11a.,IC11a.(1),(1) Number of learners travelling  longer than 30 minutes to an educational institution,Number of learners responding to the survey that indicate it takes longer than 30 minutes to travel to their educaiton institution on average.
IC11a.,IC11a.(2),(2) Total number of learners travelling to an educational institution ,Total number of learners who travel to an education institution
IC11a.,,,
IC11a.,,,
IC11a.,,,
IC11a.,,,
IC11a.,,,
IC11b.,IC11b.(1),(1) Number of workers travelling  longer than 30 minutes to a place of work,Number of workers responding to the survey that indicate it takes longer than 30 minutes to travel to their place of work on average.
IC11b.,IC11b.(2),(2) Total number of workers travelling to a place of work,Total number of workers who travel to work
IC11b.,,,
IC11b.,,,
IC11b.,,,
IC11b.,,,
IC11b.,,,
